"ARVO","NIMI_FI","NIMI_SV","NIMI_EN","KUVAUS_FI","LYHYTNIMI_FI","KUVAUS_SV","LYHYTNIMI_SV","KUVAUS_EN","LYHYTNIMI_EN","ALKUPVM","LOPPUPVM"
842200,"Filosofian lisensiaatti, tietojenkäsittelytiede","Filosofie licentiat, datavetenskap","LicPh, Computer Science",,"FL, tietojenkäsittelytiede",,"FL, datavetenskap",,"Licentiate of Philosophy, Computer Science",01.01.1997,
842201,"Fil. lis., tietojenkäsittelytiede","Fil. lic., datavetenskap","LicPh, Computer Science",,"FL, tietojenkäsittelytiede",,"FL, datavetenskap",,"Licentiate of Philosophy, Computer Science",01.01.1997,
842300,"Filosofian lisensiaatti, fysikaaliset tieteet","Filosofie licentiat, fysikaliska vetenskaper","LicPh, Physical Science",,"FL, fysikaaliset tieteet",,"FL, fysikal. vetensk.",,"Licentiate of Philosophy, Physical Science",01.01.1997,
842301,"Fil. lis., fysiikka","Fil. lic., fysik","LicPh, Physics",,"FL, fysiikka",,"FL, fysik",,"Licentiate of Philosophy, Physics",01.01.1997,
842302,"Fil. lis., geofysiikka","Fil. lic., geofysik","LicPh, Geophysics",,"FL, geofysiikka",,"FL, geofysik",,"Licentiate of Philosophy, Geophysics",01.01.1997,
842303,"Fil. lis., meteorologia","Fil. lic., meteorologi","LicPh, Meteorology",,"FL, meteorologia",,"FL, meteorologi",,"Licentiate of Philosophy, Meteorology",01.01.1997,
842304,"Fil. lis., tähtitiede","Fil. lic., astronomi","LicPh, Astronomy",,"FL, tähtitiede",,"FL, astronomi",,"Licentiate of Philosophy, Astronomy",01.01.1997,
842400,"Filosofian lisensiaatti, kemia","Filosofie licentiat, kemi","LicPh, Chemistry",,"FL, kemia",,"FL, kemi",,"Licentiate of Philosophy, Chemistry",01.01.1997,
842401,"Fil. lis., kemia","Fil. lic., kemi","LicPh, Chemistry",,"FL, kemia",,"FL, kemi",,"Licentiate of Philosophy, Chemistry",01.01.1997,
842500,"Filosofian lisensiaatti, geologia","Filosofie licentiat, geologi","LicPh, Geology",,"FL, geologia",,"FL, geologi",,"Licentiate of Philosophy, Geology",01.01.1997,
842501,"Fil. lis., geologia","Fil. lic., geologi","LicPh, Geology",,"FL, geologia",,"FL, geologi",,"Licentiate of Philosophy, Geology",01.01.1997,
842600,"Filosofian lisensiaatti, maantiede","Filosofie licentiat, geografi","LicPh, Geography",,"FL, maantiede",,"FL, geografi",,"Licentiate of Philosophy, Geography",01.01.1997,
842601,"Fil. lis., maantiede","Fil. lic., geografi","LicPh, Geography",,"FL, maantiede",,"FL, geografi",,"Licentiate of Philosophy, Geography",01.01.1997,
842700,"Filosofian lisensiaatti, biologia, biotieteet, biokemia ja ympäristötiede","Filosofie licentiat, biologi, biovetenskaper, biokemi och miljövetenskap","LicPh, Biol., Biosc.,Bioch.,Ec",,"FL, biologia, biot.,biok.,ymp.",,"FL, biol., biovet., biok.,milj",,"Licentiate of Philosophy, Biology, Biosciences, Biochemistry and Ecology",01.01.1997,
842701,"Fil. lis., biologia","Fil. lic., biologi","LicPh, Biology",,"FL, biologia",,"FL, biologi",,"Licentiate of Philosophy, Biology",01.01.1997,
842702,"Fil. lis., biotieteet, biokemia","Fil. lic., biovetenskaper, biokemi","LicPh, Biosciences, Biochem.",,"FL, biotieteet, biokemia",,"FL, biovetenskaper, biokemi",,"Licentiate of Philosophy, Biosciences, Biochemistry",01.01.1997,
842703,"Fil. lis., ympäristötiede","Fil. lic., miljövetenskap","LicPh, Environmental Science",,"FL, ympäristötiede",,"FL, miljövetenskap",,"Licentiate of Philosophy, Environmental Science",01.01.1997,
842900,"Filosofian lisensiaatti, muu luonnontieteellinen ala","Filosofie licentiat, annat naturvetenskapligt specialområde","LicPh, Other Field",,"FL, muu luonnont. ala",,"FL, ann. nat.vet. spec.",,"Licentiate of Philosophy, Other Field in Natural Sciences",01.01.1997,
842901,"Fil. lis., filosofia (luonnontieteellinen ala)","Fil. lic., filosofi (naturvetenskapliga området)","LicPh, Philosophy (Nat. Sc.)",,"FL, filosofia (luonnont. ala)",,"FL, filosofi (nat.vet.)",,"Licentiate of Philosophy, Philosophy (Natural Sciences)",01.01.1997,
842999,"Fil. lis., muu tai tuntematon luonnontieteellinen ala","Fil. lic., annat eller okänt naturvetenskapligt specialområde","LicPh, Other Field",,"FL, muu luonnont. ala",,"FL, ann. nat.vet. spec.",,"Licentiate of Philosophy, Other or Unknown Field in Natural Sciences",01.01.1997,
845000,"Filosofian tohtori, luonnontieteellinen ala","Filosofie doktor, naturvetenskapliga området","PhD, Natural Sciences",,"Fil. toht., luonnont. ala",,"Fil. dr, nat.vetensk. området",,"Doctor of Philosophy, Natural Sciences",01.01.1997,
845100,"Filosofian tohtori, matematiikka ja tilastotiede","Filosofie doktor, matematik och statistik","PhD, Mathematics, Statistics",,"FT, matemat., tilastotiede",,"FD, matem. o statistik",,"Doctor of Philosophy, Mathematics and Statistics",01.01.1997,
845101,"Fil. toht., matematiikka","Fil. dr, matematik","PhD, Mathematics",,"FT, matematiikka",,"FD, matematik",,"Doctor of Philosophy, Mathematics",01.01.1997,
845102,"Fil. toht., tilastotiede","Fil. dr, statistik","PhD, Statistics",,"FT, tilastotiede",,"FD, statistik",,"Doctor of Philosophy, Statistics",01.01.1997,
845200,"Filosofian tohtori, tietojenkäsittelytiede","Filosofie doktor, datavetenskap","PhD, Computer Science",,"FT, tietojenkäsittelytiede",,"FD, datavetenskap",,"Doctor of Philosophy, Computer Science",01.01.1997,
845201,"Fil. toht., tietojenkäsittelytiede","Fil. dr, datavetenskap","PhD, Computer Science",,"FT, tietojenkäsittelytiede",,"FD, datavetenskap",,"Doctor of Philosophy, Computer Science",01.01.1997,
845300,"Filosofian tohtori, fysikaaliset tieteet","Filosofie doktor, fysikaliska vetenskaper","PhD, Physical Science",,"FT, fysikaaliset tieteet",,"FD, fysikaliska vetensk.",,"Doctor of Philosophy, Physical Science",01.01.1997,
845301,"Fil. toht., fysiikka","Fil. dr, fysik","PhD, Physics",,"FT, fysiikka",,"FD, fysik",,"Doctor of Philosophy, Physics",01.01.1997,
845302,"Fil. toht., geofysiikka","Fil. dr, geofysik","PhD, Geophysics",,"FT, geofysiikka",,"FD, geofysik",,"Doctor of Philosophy, Geophysics",01.01.1997,
845303,"Fil. toht., meteorologia","Fil. dr, meteorologi","PhD, Meteorology",,"FT, meteorologia",,"FD, meteorologi",,"Doctor of Philosophy, Meteorology",01.01.1997,
845304,"Fil. toht., tähtitiede","Fil. dr, astronomi","PhD, Astronomy",,"FT, tähtitiede",,"FD, astronomi",,"Doctor of Philosophy, Astronomy",01.01.1997,
845400,"Filosofian tohtori, kemia","Filosofie doktor, kemi","PhD, Chemistry",,"FT, kemia",,"FD, kemi",,"Doctor of Philosophy, Chemistry",01.01.1997,
845401,"Fil. toht., kemia","Fil. dr, kemi","PhD, Chemistry",,"FT, kemia",,"FD, kemi",,"Doctor of Philosophy, Chemistry",01.01.1997,
845500,"Filosofian tohtori, geologia","Filosofie doktor, geologi","PhD, Geology",,"FT, geologia",,"FD, geologi",,"Doctor of Philosophy, Geology",01.01.1997,
845501,"Fil. toht., geologia","Fil. dr, geologi","PhD, Geology",,"FT, geologia",,"FD, geologi",,"Doctor of Philosophy, Geology",01.01.1997,
845600,"Filosofian tohtori, maantiede","Filosofie doktor, geografi","PhD, Geography",,"FT, maantiede",,"FD, geografi",,"Doctor of Philosophy, Geography",01.01.1997,
845601,"Fil. toht., maantiede","Fil. dr, geografi","PhD, Geography",,"FT, maantiede",,"FD, geografi",,"Doctor of Philosophy, Geography",01.01.1997,
845700,"Filosofian tohtori, biologia, biotieteet, biokemia ja ympäristötiede","Filosofie doktor, biologi, biovetenskaper, biokemi och miljövetenskap","PhD, Biology, Biosc.,Bioch.,Ec",,"FT, biol., biot., biok., ymp.",,"FD, biol., biovet.,biok., milj",,"Doctor of Philosophy, Biology, Biosciences, Biochemistry and Ecology",01.01.1997,
845701,"Fil. toht., biologia","Fil. dr, biologi","PhD, Biology",,"FT, biologia",,"FD, biologi",,"Doctor of Philosophy, Biology",01.01.1997,
845702,"Fil. toht., biotieteet, biokemia","Fil. dr, biovetenskaper, biokemi","PhD, Biosciences, Biochemistry",,"FT, biotieteet, biokemia",,"FD, biovetenskaper, biokemi",,"Doctor of Philosophy, Biosciences, Biochemistry",01.01.1997,
845703,"Fil. toht., ympäristötiede","Fil. dr, miljövetenskap","PhD, Environmental Science",,"FT, ympäristötiede",,"FD, miljövetenskap",,"Doctor of Philosophy, Environmental Science",01.01.1997,
845900,"Filosofian tohtori, muu luonnontieteellinen ala","Filosofie doktor, annat naturvetenskapligt specialområde","PhD, Other Field",,"FT, muu luonnont. ala",,"FD, ann. nat.vet. spec.",,"Doctor of Philosophy, Other Field in Natural Sciences",01.01.1997,
845901,"Fil. toht., filosofia (luonnontieteellinen ala)","Fil. dr, filosofi (naturvetenskapliga området)","PhD, Philosophy (Nat. Sc.)",,"FT, filosofia (luonnont. ala)",,"FD, filosofi (nat.vet.)",,"Doctor of Philosophy, Philosophy (Natural Sciences)",01.01.1997,
845999,"Fil. toht., muu tai tuntematon luonnontieteellinen ala","Fil. dr, annat eller okänt naturvetenskapligt specialområde","PhD, Other Field",,"FT, muu luonnont. ala",,"FD, ann. nat.vet. spec.",,"Doctor of Philosophy, Other or Unknown Field in Natural Sciences",01.01.1997,
849000,"Muu luonnontieteellinen koulutus, tutkijakoulutusaste","Annan naturvetenskaplig utbildning på forskarutbildningsnivå","Other Ed. Natural Sc., Lvl 8",,"Muu luonnontiet. koul, 8-aste",,"Ann. nat.vet. utb., nivå 8",,"Other Education in Natural Sciences, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
849900,"Muu luonnontieteellinen koulutus, tutkijakoulutusaste","Annan naturvetenskaplig utbildning på forskarutbildningsnivå","Other Ed. Natural Sc., Lvl 8",,"Muu luonnontiet. koul, 8-aste",,"Ann. nat.vet. utb., nivå 8",,"Other Education in Natural Sciences, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
849999,"Muu tai tuntematon luonnontieteellinen koulutus, tutkijakoulutusaste","Annan eller okänd naturvetenskaplig utbildning på forskarutbildningsnivå","Other Ed. Natural Sc., Lvl 8",,"Muu luonnontiet. koul, 8-aste",,"Ann. nat.vet. utb., nivå 8",,"Other or Unknown Education in Natural Sciences, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
851000,"Tekniikan lisensiaatti","Teknologie licentiat","LicSc in Technology",,"Tekniikan lisensiaatti",,"Teknologie licentiat",,"Licentiate of Science in Technology",01.01.1997,
851100,"Tekniikan lisensiaatti, konetekniikka ja energiatekniikka","Teknologie licentiat, maskinteknik och energiteknik","LicSc, Mechanics, Energy",,"TkL, kone, energia",,"TkL, mask. o energitekn",,"Licentiate of Science (Technology), Mechanical Engineering and Energy Engineering",01.01.1997,
851101,"Tekn. lis., konetekniikka","Tekn. lic., maskinteknik","LicSc, Mechanics",,"TkL, konetekniikka",,"TkL, maskinteknik",,"Licentiate of Science (Technology), Mechanical Engineering",01.01.1997,
851102,"Tekn. lis., energiatekniikka","Tekn. lic., energiteknik","LicSc, Energy Eng.",,"TkL, energiatekniikka",,"TkL, energiteknik",,"Licentiate of Science (Technology), Energy Engineering",01.01.1997,
851200,"Tekniikan lisensiaatti, sähkötekniikka ja automaatiotekniikka","Teknologie licentiat, elektroteknik och automationsteknik","LicSc, Electrical Eng.",,"TkL, sähkö, automaatio",,"TkL, el. o autom.tekn.",,"Licentiate of Science (Technology), Electrical Engineering and Automation Engineering",01.01.1997,
851201,"Tekn. lis., sähkötekniikka","Tekn. lic., elektroteknik","LicSc, Electrical Eng.",,"TkL, sähkötekniikka",,"TkL, elektroteknik",,"Licentiate of Science (Technology), Electrical Engineering",01.01.1997,
851202,"Tekn. lis., automaatiotekniikka","Tekn. lic., automationsteknik","LicSc, Automation Eng.",,"TkL, automaatiotekniikka",,"TkL, automationsteknik",,"Licentiate of Science (Technology), Automation Engineering",01.01.1997,
851203,"Tekn. lis., teknillinen fysiikka","Tekn. lic., teknisk fysik","LicSc, Engineering Physics",,"TkL, teknillinen fysiikka",,"TkL, teknisk fysik",,"Licentiate of Science (Technology), Engineering Physics",01.01.1997,
851204,"Tekn. lis., teknis-luonnontieteellinen koulutus","Tekn. lic., teknisk-naturvetenskaplig utbildning","LicSc, Science, Engineering",,"TkL, teknis-luonnontiet. koul.",,"TkL, teknisk-nat.vet. utb.",,"Licentiate of Science (Technology), Science and Engineering",01.01.2002,
851300,"Tekniikan lisensiaatti, tietotekniikka ja tietoliikennetekniikka","Teknologie licentiat, datateknik och datakommunikationsteknik","LicSc, IT, Telecomm.",,"TkL, tietotekn., tietol.",,"TkL, datatekn.- o datakomm.",,"Licentiate of Science (Technology), Information Technology and Telecommunications Technology",01.01.1997,
851301,"Tekn. lis., tietotekniikka","Tekn. lic., datateknik","LicSc, Information Tech.",,"TkL, tietotekniikka",,"TkL, datateknik",,"Licentiate of Science (Technology), Information Technology",01.01.1997,
851302,"Tekn. lis., tietoliikennetekniikka","Tekn. lic., datakommunikationsteknik","LicSc, Telecommunications",,"TkL, tietoliikennetekn.",,"TkL, datakomm.tekn.",,"Licentiate of Science (Technology), Telecommunications Technology",01.01.1999,
851400,"Tekniikan lisensiaatti, prosessitekniikka ja materiaalitekniikka","Teknologie licentiat, processteknik och materialteknik","LicSc, Process Eng.",,"TkL, prosessi, mater.",,"TkL, proc. o mater.tekn",,"Licentiate of Science (Technology), Process Engineering and Materials Engineering",01.01.1997,
851401,"Tekn. lis., kemian tekniikka","Tekn. lic., kemisk teknik","LicSc, Chemical Eng.",,"TkL, kemian tekniikka",,"TkL, kemisk teknik",,"Licentiate of Science (Technology), Chemical Engineering",01.01.1997,
851402,"Tekn. lis., prosessitekniikka","Tekn. lic., processteknik","LicSc, Process Eng.",,"TkL, prosessitekniikka",,"TkL, processteknik",,"Licentiate of Science (Technology), Process Engineering",01.01.1997,
851403,"Tekn. lis., ympäristötekniikka","Tekn. lic., miljöteknik","LicSc, Environmental Eng.",,"TkL, ympäristötekniikka",,"TkL, miljöteknik",,"Licentiate of Science (Technology), Environmental Engineering",01.01.1997,
851404,"Tekn. lis., puunjalostustekniikka","Tekn. lic., träförädlingsteknik","LicSc, Wood Processing",,"TkL, puunjalostustekniikka",,"TkL, träförädl.teknik",,"Licentiate of Science (Technology), Wood Processing Technology",01.01.1997,
851408,"Tekn. lis., materiaalitekniikka, kalliotekniikka","Tekn. lic., materialteknik, bergsteknik","LicSc, Materials Tech.",,"TkL, materiaali-, kalliotekn.",,"TkL, materialt., bergst",,"Licentiate of Science (Technology), Materials Technology, Rock Engineering",01.01.1997,
851409,"Tekn. lis., biotekniikka","Tekn. lic., bioteknik","LicSc, Biotechnology",,"TkL, biotekniikka",,"TkL, bioteknik",,"Licentiate of Science (Technology), Biotehcnology",01.01.2007,
851500,"Tekniikan lisensiaatti, rakennustekniikka ja maanmittaustekniikka","Teknologie licentiat, byggnadsteknik och lantmäteriteknik","LicSc, Build. Constr., Surv.",,"TkL, rakennus, maanmitt.",,"TkL, byggn. o lantmäter",,"Licentiate of Science (Technology), Building Construction and Surveying Technology",01.01.1997,
851501,"Tekn. lis., rakennustekniikka, yhdyskuntatekniikka","Tekn. lic., byggnadsteknik, samhällsteknik","LicSc, Build. Constr.",,"TkL, rakennus-, yhdyskuntatekn",,"TkL, byggn., samhällst.",,"Licentiate of Science (Technology), Building Construction, Community Development",01.01.1997,
851502,"Tekn. lis., maanmittaustekniikka","Tekn. lic., lantmäteriteknik","LicSc, Surveying Tech.",,"TkL, maanmittaustekniikka",,"TkL, lantmäteriteknik",,"Licentiate of Science (Technology), Surveying Technology",01.01.1997,
851600,"Tekniikan lisensiaatti, tuotantotalous","Teknologie licentiat, produktionsekonomi","LicSc, Industrial Management",,"TkL, tuotantotalous",,"TkL, produktionsekonomi",,"Licentiate of Science (Technology), Industrial Management",01.01.1997,
851601,"Tekn. lis., tuotantotalous","Tekn. lic., produktionsekonomi","LicSc, Industrial Management",,"TkL, tuotantotalous",,"TkL, produktionsekonomi",,"Licentiate of Science (Technology), Industrial Management",01.01.1997,
851800,"Tekniikan lisensiaatti, arkkitehtuuri","Teknologie licentiat, arkitektur","LicSc, Architecture",,"TkL, arkkitehtuuri",,"TkL, arkitektur",,"Licentiate of Science (Technology), Architecture",01.01.1997,
851801,"Tekn. lis., arkkitehtuuri","Tekn. lic., arkitektur","LicSc, Architecture",,"TkL, arkkitehtuuri",,"TkL, arkitektur",,"Licentiate of Science (Technology), Architecture",01.01.1997,
851900,"Tekniikan lisensiaatti, muu tekniikka","Teknologie licentiat, annat tekniskt område","LicSc, Other Technology",,"TkL, muu tekniikka",,"TkL, ann. tekn. område",,"Licentiate of Science (Technology), Other Technology",01.01.1997,
851901,"Tekn. lis., tekstiili- ja vaatetustekniikka","Tekn. lic., textil- och beklädnadsteknik","LicSc, Textiles, Clothing",,"TkL, tekstiili-, vaatetustekn.",,"TkL, textil- o bekl.t.",,"Licentiate of Science (Technology), Textiles and Clothing Technology",01.01.1997,
851999,"Tekn. lis., muu tai tuntematon tekniikka","Tekn. lic., annat eller okänt tekniskt område","LicSc, Other Technology",,"TkL, muu tekniikka",,"TkL, ann. tekn. område",,"Licentiate of Science (Technology), Other or Unknown Technology",01.01.1997,
855000,"Tekniikan tohtori","Teknologie doktor","DSc, Technology",,"Tekniikan tohtori",,"Teknologie doktor",,"Doctor of Science in Technology",01.01.1997,
855100,"Tekniikan tohtori, konetekniikka ja energiatekniikka","Teknologie doktor, maskinteknik och energiteknik","DSc, Mechanics, Energy Eng.",,"TkT, kone, energia",,"TkD, maskin. o energitekn",,"Doctor of Science (Technology), Mechanical Engineering and Energy Engineering",01.01.1997,
855101,"Tekn. toht., konetekniikka","Tekn. dr, maskinteknik","DSc, Mechanics",,"TkT, konetekniikka",,"TkD, maskinteknik",,"Doctor of Science (Technology), Mechanical Engineering",01.01.1997,
855102,"Tekn. toht., energiatekniikka","Tekn. dr, energiteknik","DSc, Energy Eng.",,"TkT, energiatekniikka",,"TkD, energiteknik",,"Doctor of Science (Technology), Energy Engineering",01.01.1997,
855200,"Tekniikan tohtori, sähkötekniikka ja automaatiotekniikka","Teknologie doktor, elektroteknik och automationsteknik","DSc, Electrical Eng.",,"TkT, sähkö, automaatio",,"TkD, el. o autom.teknik",,"Doctor of Science (Technology), Electrical Engineering and Automation Engineering",01.01.1997,
855201,"Tekn. toht., sähkötekniikka","Tekn. dr, elektroteknik","DSc, Electrical Eng.",,"TkT, sähkötekniikka",,"TkD, elektroteknik",,"Doctor of Science (Technology), Electrical Engineering",01.01.1997,
855202,"Tekn. toht., automaatiotekniikka","Tekn. dr, automationsteknik","DSc, Automation Eng.",,"TkT, automaatiotekniikka",,"TkD, automationsteknik",,"Doctor of Science (Technology), Automation Engineering",01.01.1997,
855203,"Tekn. toht., teknillinen fysiikka","Tekn. dr, teknisk fysik","DSc, Engineering Physics",,"TkT, teknillinen fysiikka",,"TkD, teknisk fysik",,"Doctor of Science (Technology), Engineering Physics",01.01.1997,
855204,"Tekn. toht., teknis-luonnontieteellinen koulutus","Tekn. dr, teknisk-naturvetenskaplig utbildning","DSc, Science and Engineering",,"TkT, teknis-luonnontiet.koul.",,"TkD, teknisk-nat.vet. utb.",,"Doctor of Science (Technology), Science and Engineering",01.01.2002,
855300,"Tekniikan tohtori, tietotekniikka ja tietoliikennetekniikka","Teknologie doktor, datateknik och datakommunikationsteknik","DSc, IT, Telecommunications",,"TkT, tietotekn., tietol.",,"TkD, datatekn.- o datakomm.",,"Doctor of Science (Technology), Information Technology and Telecommunications Technology",01.01.1997,
855301,"Tekn. toht., tietotekniikka","Tekn. dr, datateknik","DSc, Information Technology",,"TkT, tietotekniikka",,"TkD, datateknik",,"Doctor of Science (Technology), Information Technology",01.01.1997,
855302,"Tekn. toht., tietoliikennetekniikka","Tekn. dr, datakommunikationsteknik","DSc, Telecommunications",,"TkT, tietoliikennetekn.",,"TkD, datakomm.tekn.",,"Doctor of Science (Technology), Telecommunications Technology",01.01.1999,
855400,"Tekniikan tohtori, prosessitekniikka ja materiaalitekniikka","Teknologie doktor, processteknik och materialteknik","DSc, Process Eng.",,"TkT, prosessi, mater.",,"TkD, proc. o mater.tekn.",,"Doctor of Science (Technology), Process Engineering and Materials Engineering",01.01.1997,
855401,"Tekn. toht., kemian tekniikka","Tekn. dr, kemisk teknik","DSc, Chemical Eng.",,"TkT, kemian tekniikka",,"TkD, kemisk teknik",,"Doctor of Science (Technology), Chemical Engineering",01.01.1997,
855402,"Tekn. toht., prosessitekniikka","Tekn. dr, processteknik","DSc, Process Eng.",,"TkT, prosessitekniikka",,"TkD, processteknik",,"Doctor of Science (Technology), Process Engineering",01.01.1997,
855403,"Tekn. toht., ympäristötekniikka","Tekn. dr, miljöteknik","DSc, Environmental Eng.",,"TkT, ympäristötekniikka",,"TkD, miljöteknik",,"Doctor of Science (Technology), Environmental Engineering",01.01.1997,
855404,"Tekn. toht., puunjalostustekniikka","Tekn. dr, träförädlingsteknik","DSc, Wood Processing",,"TkT, puunjalostustekniikka",,"TkD, träförädlingsteknik",,"Doctor of Science (Technology), Wood Processing Technology",01.01.1997,
855408,"Tekn. toht., materiaalitekniikka, kalliotekniikka","Tekn. dr, materialteknik, bergsteknik","DSc, Materials Tech.",,"TkT, materiaali-, kalliotekn.",,"TkD, mater., bergsteknik",,"Doctor of Science (Technology), Materials Technology, Rock Engineering",01.01.1997,
855409,"Tekn. toht., biotekniikka","Tekn. dr, bioteknik","DSc, Biotechnology",,"TkT, biotekniikka",,"TkD, bioteknik",,"Doctor of Science (Technology), Biotechnology",01.01.2007,
855500,"Tekniikan tohtori, rakennustekniikka ja maanmittaustekniikka","Teknologie doktor, byggnadsteknik och lantmäteriteknik","DSc, Build., Constr., Surv.",,"TkT, rakennus, maanmitt.",,"TkD, byggn. o lantmäterit",,"Doctor of Science (Technology), Building Construction and Surveying Technology",01.01.1997,
855501,"Tekn. toht., rakennustekniikka, yhdyskuntatekniikka","Tekn. dr, byggnadsteknik, samhällsteknik","DSc, Build, Constr., Comm.Dev.",,"TkT, rakennus-, yhdyskuntatekn",,"TkD, byggn., samhällstekn",,"Doctor of Science (Technology), Building Construction, Community Development",01.01.1997,
855502,"Tekn. toht., maanmittaustekniikka","Tekn. dr, lantmäteriteknik","DSc, Surveying Tech.",,"TkT, maanmittaustekniikka",,"TkD, lantmäteriteknik",,"Doctor of Science (Technology), Surveying Technology",01.01.1997,
855600,"Tekniikan tohtori, tuotantotalous","Teknologie doktor, produktionsekonomi","DSc, Industrial Management",,"TkT, tuotantotalous",,"TkD, produktionsekonomi",,"Doctor of Science (Technology), Industrial Management",01.01.1997,
855601,"Tekn. toht., tuotantotalous","Tekn. dr, produktionsekonomi","DSc, Industrial Management",,"TkT, tuotantotalous",,"TkD, produktionsekonomi",,"Doctor of Science (Technology), Industrial Management",01.01.1997,
855800,"Tekniikan tohtori, arkkitehtuuri","Teknologie doktor, arkitektur","DSc, Architecture",,"TkT, arkkitehtuuri",,"TkD, arkitektur",,"Doctor of Science (Technology), Architecture",01.01.1997,
855801,"Tekn. toht., arkkitehtuuri","Tekn. dr, arkitektur","DSc, Architecture",,"TkT, arkkitehtuuri",,"TkD, arkitektur",,"Doctor of Science (Technology), Architecture",01.01.1997,
855900,"Tekniikan tohtori, muu tekniikka","Teknologie doktor, annat tekniskt område","DSc, Other Technology",,"TkT, muu tekniikka",,"TkD, ann. tekniskt område",,"Doctor of Science (Technology), Other Technology",01.01.1997,
855901,"Tekn. toht., tekstiili- ja vaatetustekniikka","Tekn. dr, textil- och beklädnadsteknik","DSc, Textiles, Clothing Tech.",,"TkT, tekstiili-, vaatetustekn.",,"TkD, textil- o bekl.tekn.",,"Doctor of Science (Technology), Textiles and Clothing Technology",01.01.1997,
855999,"Tekn. toht., muu tai tuntematon tekniikka","Tekn. dr, annat eller okänt tekniskt område","DSc, Other Technology",,"TkT, muu tekniikka",,"TkD, ann. tekn. område",,"Doctor of Science (Technology), Other or Unknown Technology",01.01.1997,
856000,"Filosofian tohtori, tekniikan ala","Filosofie doktor, tekniskt område","PhD, Technology",,"Fil. toht., tekniikan ala",,"Fil. dr, tekniskt område",,"Doctor of Philosophy, Technology",01.01.1997,
856100,"Filosofian tohtori, tekniikan ala","Filosofie doktor, tekniskt område","PhD, Technology",,"FT, tekniikan ala",,"FD, tekniskt område",,"Doctor of Philosophy, Technology",01.01.1997,
856101,"Fil. toht., tekniikka","Fil. dr, teknik","PhD, Technology",,"FT, tekniikka",,"FD, teknik",,"Doctor of Philosophy, Technology",01.01.1997,
859000,"Muu tekniikan koulutus, tutkijakoulutusaste","Annan teknisk utbildning på forskarutbildningsnivå","Other Ed. in Technology, Lvl 8",,"Muu tekniikan koul, 8-aste",,"Ann. utb. i teknik, nivå 8",,"Other Education in Technology, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
859900,"Muu tekniikan koulutus, tutkijakoulutusaste","Annan teknisk utbildning på forskarutbildningsnivå","Other Ed. in Technology, Lvl 8",,"Muu tekniikan koul, 8-aste",,"Ann. utb. i teknik, nivå 8",,"Other Education in Technology, Doctorate or Equivalent Level Tertiary Education",01.01.1997,
859999,"Muu tai tuntematon tekniikan koulutus, tutkijakoulutusaste","Annan eller okänd teknisk utbildning på forskarutbildningsnivå","Other Ed. in Technology, Lvl 8",,"Muu tekniikan koul, 8-aste",,"Ann. utb. i teknik, nivå 8",,"Other or Unknown Education in Technology, Second Stage of Tertiary Education",01.01.1997,
862000,"Maa- ja metsätalousalan lisensiaatti","Licentiat i lant- och skogsbruk","LicSc (Agr. and Forestry)",,"Maa- ja metsätalousalan lis.",,"Lic. i lant- o skogsbruk",,"Licentiate of Science (Agriculture and Forestry)",01.01.1997,
862200,"Maatalous- ja metsätieteiden lisensiaatti","Agronomie- och forstlicentiat","LicSc (Agr. and Forestry)",,"Maat. ja metsät. lis.",,"Agronomie- o forstlicentiat",,"Licentiate of Science (Agriculture and Forestry)",01.01.1997,
862201,"Maat. ja metsät. lis., maatalous","Agr. o. forstlic., lantbruk","LicSc, Agriculture",,"MML, maatalous",,"AFL, lantbruk",,"Licentiate of Science (Agriculture and Forestry), Agriculture",01.01.1997,
862202,"Maat. ja metsät. lis., metsätalous","Agr. o. forstlic., skogsbruk","LicSc, Forestry",,"MML, metsätalous",,"AFL, skogsbruk",,"Licentiate of Science (Agriculture and Forestry), Forestry",01.01.1997,
862203,"Maat. ja metsät. lis., ympäristöala","Agr. o. forstlic., miljöbranschen","LicSc, Environmental Science",,"MML, ympäristöala",,"AFL, miljöbranschen",,"Licentiate of Science (Agriculture and Forestry), Environmental Science",01.01.1997,
862204,"Maat. ja metsät. lis., kotitalousala","Agr. o. forstlic., hushållsbranschen","LicSc, Household Science",,"MML, kotitalousala",,"AFL, hushållsbranschen",,"Licentiate of Science (Agriculture and Forestry), Household Science",01.01.1997,
862205,"Maat. ja metsät. lis., biotekniikka","Agr. o. forstlic., bioteknik","LicSc, Biotechnology",,"MML, biotekniikka",,"AFL, bioteknik",,"Licentiate of Science (Agriculture and Forestry), Biotechnology",01.01.2003,
862251,"Maat. ja metsät. lis., elintarvikeala","Agr. o. forstlic., livsmedelsbranschen","LicSc, Food Science",,"MML, elintarvikeala",,"AFL, livsmedelsbranschen",,"Licentiate of Science (Agriculture and Forestry), Food Sciences",01.01.1997,
862299,"Maat. ja metsät. lis., muu tai tuntematon ala","Agr. o. forstlic., annat eller okänt specialområde","LicSc, Other Field",,"MML, muu ala",,"AFL, ann. spec.",,"Licentiate of Science (Agriculture and Forestry), Other or Unknown Field",01.01.1997,
