"KOODIARVO","NIMI_FI","NIMI_SV","ALKUPVM","LOPPUPVM"
"85190","Kumileimasintyöntekijä","Gummistämpelarbetare",19.5.2011,
"85190","Kumituotteiden tarkastaja","Avsynare av gummiprodukter",19.5.2011,
"85190","Vaahtokumityöntekijä","Skumgummiarbetare",19.5.2011,
"852","Muovityöntekijät","Plastvaruarbetare",19.5.2011,
"85210","Laminaatinpuristaja","Laminatpressare",19.5.2011,
"85220","Muovaaja (muoviteollisuus)","Uppläggare (plastindustri)",19.5.2011,
"85220","Muovinruiskuttaja","Plastsprutare",19.5.2011,
"02290","Muut maatalousneuvojat ja -tutkijat","Övriga jordbruksrådgivare och -forskare",19.5.2011,
"85220","Muovinvalaja","Plastgjutare",19.5.2011,
"85220","Muoviveneidentekijä","Plastbåtbyggare",19.5.2011,
"85220","Lasikuitutyöntekijä","Glasfiberarbetare",19.5.2011,
"85230","Puristuskoneenhoitaja (muovi)","Formmaskinsskötare (plast)",19.5.2011,
"85230","Muovinpuristaja","Formpressare",19.5.2011,
"85240","Muovisaumaaja","Plastsvetsare",19.5.2011,
"85250","Muovinkaraisija","Plasthärdare",19.5.2011,
"85260","Kokooja (muovituotteet)","Hopsättare (plastprodukter)",19.5.2011,
"85290","Muut muovituotetyöntekijät","Övriga plastvaruarbetare",19.5.2011,
"85290","Muovituotteiden tarkastaja","Avsynare av plastprodukter",19.5.2011,
"02295","Tutkimusapulainen (maatalous)","Forskningsbiträde (lantbruks)",19.5.2011,
"85290","Muovityöntekijä","Plastarbetare",19.5.2011,
"85290","Vaahtomuovityöntekijä","Skumplastarbetare",19.5.2011,
"85290","Muoviasentaja","Plastmontör",19.5.2011,
"85290","Viimeistelijä (muovi)","Efterbearbetare (plast)",19.5.2011,
"85290","Esimuovaaja","Förformare",19.5.2011,
"85290","Muovikorjaaja","Plastreparatör",19.5.2011,
"859","Muu kumi- ja muovituotetyö","Övrigt gummi- och plastvaruarbete",19.5.2011,
"85990","Muut kumi- ja muovituotetyöntekijät","Övriga gummi- och plastvaruarbetare",19.5.2011,
"86","Käsiteollisuus","Hantverksindustri",19.5.2011,
"023","Metsätalousneuvojat ja -tutkijat","Skogsbruksrådgivare och -forskare",19.5.2011,
"02310","Neuvova metsänhoitaja","Instruerande forstmästare",19.5.2011,
"862","Nahkurit, nahanmuokkaajat","Garvare, skinnberedare",19.5.2011,
"02310","Metsänhoitaja (neuvonta)","Instruerande forstmästare",19.5.2011,
"86210","Raakavuotatyöntekijä","Råhudsarbetare",19.5.2011,
"86220","Kalkitustyöntekijä (nahkatehdas)","Kalkhusarbetare",19.5.2011,
"86220","Leikkausmestari (nahkatehdas)","Spaltmästare (garveri)",19.5.2011,
"86230","Nahkuri","Garvare",19.5.2011,
"86230","Parkitsija","Barkare/garvare",19.5.2011,
"86230","Valkaisija (vuodan)","Blekare (skinn)",19.5.2011,
"86240","Turkisnahanmuokkaaja","Pälsskinnsberedare",19.5.2011,
"86250","Nahanvärjääjä","Läderfärgare",19.5.2011,
"86250","Turkisnahanvärjääjä","Pälsskinnfärgare",19.5.2011,
"86290","Muut nahkurit ja nahanmuokkaajat","Övriga garvare och skinnberedare",19.5.2011,
"02320","Metsäalantutkija","Skogsforskare",19.5.2011,
"86290","Silittäjä (nahkatehdas)","Glättare (skinnfabrik)",19.5.2011,
"86290","Venyttäjä (nahka)","Sträckare (skinn)",19.5.2011,
"86290","Viimeistelijä (nahkateollisuus)","Efterberedare (skinnfabrik)",19.5.2011,
"863","Soittimentekijät","Musikinstrumentmakare",19.5.2011,
"86310","Jousisoittimentekijä","Stränginstrumentmakare",19.5.2011,
"86310","Kanteleentekijä","Kantelebyggare",19.5.2011,
"86310","Kitarantekijä","Gitarrbyggare",19.5.2011,
"86310","Näppäilysoittimentekijä","Knäppinstrumentmakare",19.5.2011,
"86310","Viulunrakentaja","Fiolbyggare",19.5.2011,
"86320","Puhallinsoittimentekijä","Blåsinstrumentmakare",19.5.2011,
"02330","Metsätalousneuvoja, metsänhoidon neuvoja","Skogsinstruktör, skogsvårdsinstruktör",19.5.2011,
"86330","Harmonikantekijä","Dragspelsbyggare",19.5.2011,
"86340","Urkujentekijä","Orgelbyggare",19.5.2011,
"86350","Pianonrakentaja","Pianobyggare",19.5.2011,
"86360","Pianonvirittäjä","Pianostämmare",19.5.2011,
"86370","Urkujenvirittäjä","0rgelstämmare",19.5.2011,
"00150","Rakennustarkastaja","Byggnadsinspektör",19.5.2011,
"86390","Muut soittimentekijät","Övriga musikinstrumentmakare",19.5.2011,
"86390","Musiikkisoittimien tarkastaja","Avsynare av musikinstrument",19.5.2011,
"864","Kivityöntekijät","Stenhuggeriarbetare",19.5.2011,
"86410","Kivenhakkaaja","Stenhuggare",19.5.2011,
"86410","Katukivenhakkaaja","Gatstenshuggare",19.5.2011,
"02330","Metsänhoidon neuvoja","Skogsvårdsinstruktör",19.5.2011,
"86410","Monumenttikivenhakkaaja","Monumentstenhuggare",19.5.2011,
"86410","Rakennuskivenhakkaaja","Byggnadsstenhuggare",19.5.2011,
"86420","Kiventyöstökoneenhoitaja","Stenmaskinsskötare",19.5.2011,
"86420","Kivenhioja","Stenslipare",19.5.2011,
"86420","Kivensahaaja","Stensågare",19.5.2011,
"86420","Kivensorvaaja","Stensvarvare",19.5.2011,
"86430","Kivenkaivertaja","Stengravör",19.5.2011,
"86440","Kiviseppä","Stenbearbetare",19.5.2011,
"86440","Kiviseppä-artesaani","Artesan-stenhuggare",19.5.2011,
"86490","Muut kivityöntekijät","Övriga stenhuggeriarbetare",19.5.2011,
"02330","Metsätalousneuvoja","Skogsinstruktör",19.5.2011,
"86490","Kivituotteiden tarkastaja","Avsynare av stenprodukter",19.5.2011,
"86490","Kivityömies","Stenarbetare",19.5.2011,
"86490","Teränasettaja (kiviteollisuus)","Bladriktare (stenindustri)",19.5.2011,
"865","Kori- ja harjatyöntekijät","Korgmakeriarbetare och borstbindare",19.5.2011,
"86510","Harjantekijä","Borstbindare",19.5.2011,
"86510","Siveltimentekijä","Penselmakare",19.5.2011,
"86520","Korityöntekijä","Korgmakeriarbetare",19.5.2011,
"86520","Korihuonekaluntekijä","Korgmöbelmakare",19.5.2011,
"86520","Korintekijä","Korgmakare",19.5.2011,
"86520","Rottinginpunoja","Rottingflätare",19.5.2011,
"02340","Riistanhoidon neuvoja","Jaktvårdsrådgivare",19.5.2011,
"86590","Muut kori- ja harjatyöntekijät","Övriga korgmakeriarbetare och borstbindare",19.5.2011,
"86930","Kaapelitehtaan työntekijä","Kabelfabriksarbetare",19.5.2011,
"86990","Kalastusvälineiden valmistaja","Fiskedonmakare",19.5.2011,
"86990","Kukkientekijä (muovi)","Plastblomsterfabriksarbetare",19.5.2011,
"02390","Muut metsätalousneuvojat ja -tutkijat","Övriga skogsbruksrådgivare och -forskare",19.5.2011,
"86990","Napintekijä","Knappfabriksarbetare",19.5.2011,
"86990","Rahapajan työntekijä","Myntverksarbetare",19.5.2011,
"86990","Vetoketjutehtaan työntekijä","Dragkedsfabriksarbetare",19.5.2011,
"87","Kiinteät koneet energ.tuotannossa ja vesihuollossa","Stationära anläggn. i energiprod/vattenförsörjning",19.5.2011,
"871","Kiinteiden koneiden ja moottorien käyttäjät","Driftmaskinister (stationära maskiner o. motorer)",19.5.2011,
"87110","Koneenhoitaja (lämpö- tai vesilaitos)","Driftmaskinist (värme- och vattenverk)",19.5.2011,
"87110","Konemestari (laitos)","Maskinmästare (anläggning)",19.5.2011,
"87120","Jäähdytyskoneenkäyttäjä","Kylmaskinist",19.5.2011,
"87190","Muut kiinteiden koneiden ja moottoreiden käyttäjät","Övriga driftmaskinister",19.5.2011,
"87190","Ilmastointikoneenhoitaja","Ventilationsmaskinist",19.5.2011,
"02395","Tutkimusapulainen (metsätalous)","Forskningsbiträde (skogsbruk)",19.5.2011,
"87190","Kompressorinhoitaja","Kompressorskötare",19.5.2011,
"87190","Pumppuaseman hoitaja","Pumpsstationsskötare",19.5.2011,
"872","Sähkökoneiden käyttäjät","Elmaskinister",19.5.2011,
"87210","Voimalan koneenkäyttäjä","Kraftstationsmaskinist",19.5.2011,
"87210","Turbiininhoitaja","Turbinskötare",19.5.2011,
"87210","Tuulimyllynhoitaja","Väderkvarnsskötare",19.5.2011,
"87220","Ydinvoimalan koneenhoitaja","Maskinist vid kärnkraftverk",19.5.2011,
"87290","Muut sähkökoneiden käyttäjät","Övriga elmaskinister",19.5.2011,
"879","Muu kiinteiden koneiden käyttötyö energia- ja vesi","Drift av övriga stationära maskiner inom energiapr",19.5.2011,
"87990","Muut kiint koneiden käyttäjät energiatuot, vesihuo","Övriga maskinister för stationära anlägg. inom ene",19.5.2011,
"029","Muu biologian ala","Övrig biologi",19.5.2011,
"88","Pakkaus, varasto ja ahtaus","Paketering, lager och stuveri",19.5.2011,
"881","Pakkaajat","Paketerare",19.5.2011,
"88110","Pullotuskoneenhoitaja","Tappmaskinsskötare",19.5.2011,
"88120","Konepakkaaja","Maskinpaketerare",19.5.2011,
"88120","Putkilontäyttäjä","Tubfyllare",19.5.2011,
"88120","Sulkija (pakkaustyö)","Förslutare (paketering)",19.5.2011,
"88120","Säkintäyttäjä","Säckfyllare",19.5.2011,
"88120","Taittaja (pakkaustyö)","Falsare (paketering)",19.5.2011,
"88130","Pakkaaja (käsin)","Handpaketerare",19.5.2011,
"88130","Paketoija","Paketerare",19.5.2011,
"02990","Muut biologisen alan työntekijät","Övriga personer inom biologin",19.5.2011,
"88130","Käärijä","Emballerare",19.5.2011,
"88140","Etiketinkiinnittäjä","Etiketterare",19.5.2011,
"88140","Leimaaja (pakkaustyö)","Stämplare (paketering)",19.5.2011,
"88140","Merkkaaja (pakkaustyö)","Märkare (paketering)",19.5.2011,
"88190","Muut pakkaajat","Övriga paketerare",19.5.2011,
"88190","Paalinpuristaja","Balpressare",19.5.2011,
"88190","Pinkkaaja","Buntare",19.5.2011,
"88190","Pullonpesijä","Buteljsköljare",19.5.2011,
"88190","Vaa'anhoitaja (pakkaustyö)","Vågskötare (paketering)",19.5.2011,
"882","Varastotyöntekijät","Lager- och förrådsarbetare",19.5.2011,
"03","Opetusala","Pedagogiskt arbete",19.5.2011,
"88210","Varastotyöntekijä","Lagerarbetare",19.5.2011,
"88210","Lähettäjä (varastotyö)","Expeditör (lagerarbete)",19.5.2011,
"88210","Varastontäyttäjä","Varupåfyllare",19.5.2011,
"88210","Vastaanottaja (varastotyö)","Varumottagare (lagerarbete)",19.5.2011,
"88210","Hinnoittelija (varastotyö)","Prismärkare (lagerarbete)",19.5.2011,
"88220","Työkaluvaraston hoitaja","Förrådsarbetare (verktygsutlämnare)",19.5.2011,
"88220","Työkalunjakaja","Förrådsarbetare (verktygsutlämnare)",19.5.2011,
"88220","Varastonhoitaja (rakennustyömaa)","Lagerförvaltare (byggarbetsplats)",19.5.2011,
"88290","Muut varastotyöntekijät","Övriga lagerarbetare",19.5.2011,
"88290","Jakelunvalvoja","Distributionsövervakare",19.5.2011,
"030","Koulujen rehtorit","Rektorer",19.5.2011,
"88290","Pakkahuonemies","Packhuskarl",19.5.2011,
"88290","Tuotteenlaskija","Godsräknare",19.5.2011,
"883","Ahtaus- ja kuormaustyö","Stuveri- och lastningsarbete",19.5.2011,
"88310","Ahtaaja","Stuvare",19.5.2011,
"88310","Koneahtaaja","Maskinstuvare",19.5.2011,
"88320","Kuormaustyöntekijä","Lastare",19.5.2011,
"88320","Purkaja","Lossare",19.5.2011,
"88320","Pinkkaaja","Buntare",19.5.2011,
"88330","Muuttomies","Flyttkarl",19.5.2011,
"88390","Muut ahtaus- ja kuormaustyöntekijät","Övriga stuveri- och lastningsarbetare",19.5.2011,
"03010","Rehtori","Rektor",19.5.2011,
"889","Muu pakkaus-, ahtaus- ja kuormaustyö","Övrig paketering, stuveri- och lastningsarbete",19.5.2011,
"88990","Muut pakkaus-, ahtaus- ja kuormaustyöntekijät","Övriga inom paketering, stuveri-, lastningsarbete",19.5.2011,
"89","Sekatyö, teollisuus","Diversearbete, industri",19.5.2011,
"891","Sekatyöntekijät, teollisuus","Diversearbetare, tillverkning",19.5.2011,
"89110","Sekatyöntekijä, teollisuus","Diversearbetare, tillverkning",19.5.2011,
"00150","Rakennustyön tarkastaja","Byggnadskontrollant",19.5.2011,
"9","Palvelutyö","Servicearbete",19.5.2011,
"90","Vartiointi ja suojelu","Bevakning och skydd",19.5.2011,
"901","Palomiehet","Brandmän",19.5.2011,
"90110","Palopäällikkö","Brandchef",19.5.2011,
"90110","Palomestari","Brandmästare",19.5.2011,
"03090","Muut rehtorit","Övriga rektorer",19.5.2011,
"90110","Varapalopäällikkö","Vice brandchef",19.5.2011,
"90120","Paloesimies","Brandförman",19.5.2011,
"90120","Hälytysmestari","Larmmästare",19.5.2011,
"90130","Palomies","Brandman",19.5.2011,
"90190","Muut palomiehet","Övriga brandmän",19.5.2011,
"902","Nuohoojat","Sotare",19.5.2011,
"90210","Nuohoojamestari","Sotarmästare",19.5.2011,
"90210","Piirinuohooja","Distriktssotare",19.5.2011,
"90220","Nuohooja","Sotare",19.5.2011,
"90290","Muut nuohoojat","Övriga sotare",19.5.2011,
"031","Yliopiston- ja korkeakoulunopettajat","Universitets- och högskollärare",19.5.2011,
"90290","Pannunpuhdistaja","Pannrensare",19.5.2011,
"903","Poliisit","Poliser/polispersonal",19.5.2011,
"90310","Komisario","Kommissarie",19.5.2011,
"90310","Tarkastaja (poliisi)","Inspektör (polis)",19.5.2011,
"90310","Ylikomisario","Överkommissarie",19.5.2011,
"90320","Ylikonstaapeli","Överkonstapel",19.5.2011,
"90320","Rikosylikonstaapeli","Kriminalöverkonstapel",19.5.2011,
"90320","Ylietsivä","Överdetektiv",19.5.2011,
"90330","Konstaapeli","Konstapel",19.5.2011,
"90330","Etsivä","Detektiv",19.5.2011,
"03110","Professori","Professor",19.5.2011,
"90330","Nuorempi konstaapeli","Yngre konstapel",19.5.2011,
"90330","Rikoskonstaapeli","Kriminalkonstapel",19.5.2011,
"90330","Vanhempi rikoskonstaapeli","Äldre kriminalkonstapel",19.5.2011,
"90390","Muut poliisit","Övriga polispersonal",19.5.2011,
"90390","Riistapoliisi","Jaktpolis",19.5.2011,
"90390","Yksityisetsivä","Privatdetektiv",19.5.2011,
"904","Tulli- ja rajavartijat","Tull- och gränsbevakningspersonal",19.5.2011,
"90410","Tullipäällysmies","Tulluppsyningsman",19.5.2011,
"90410","Luovutusvalvoja","Överlåtelsetillsyningsman",19.5.2011,
"90410","Ylitullitarkastaja","Övertullinspektör",19.5.2011,
"03110","Apulaisprofessori","Biträdande professor",19.5.2011,
"90420","Tullivartija","Tullvakt",19.5.2011,
"90430","Merivartija","Sjöbevakningsman/Sjöbevakare",19.5.2011,
"90440","Rajavartija","Gränsbevakningsman/Gränsbevakare",19.5.2011,
"90490","Muut tulli- ja rajavartijat","Övriga tull- och gränsbevakningspersonal",19.5.2011,
"905","Vanginvartijat","Fångvaktare",19.5.2011,
"90510","Vartiopäällikkö","Vaktchef",19.5.2011,
"90520","Vanginvartija","Fångvaktare",19.5.2011,
"90520","Työmestari (vankeinhoito)","Arbetsmästare (fångvård)",19.5.2011,
"90520","Vartija (vankeinhoito)","Fångvårdsvakt",19.5.2011,
"90590","Muut vanginvartijat","Övriga fångvaktare",19.5.2011,
"03120","Lehtori (yliopisto)","Lektor (universitet)",19.5.2011,
"906","Vartijat","Vakter",19.5.2011,
"90610","Vartija","Vakt/Väktare",19.5.2011,
"90610","Portinvartija","Portvakt",19.5.2011,
"90610","Vartija (vartiointiliikkeet)","Vakt/Väktare (bevakningsföretag)",19.5.2011,
"90610","Vartiomies","Vaktman",19.5.2011,
"90610","Ylivartija (vartiointiliikkeet)","Övervakt (bevakningsföretag)",19.5.2011,
"90610","Yövartija","Nattvakt",19.5.2011,
"90620","Järjestyksen valvoja","Ordningsvakt",19.5.2011,
"90630","Myymäläetsivä","Butiksdetektiv",19.5.2011,
"90630","Tavaratalon vartija","Varuhusvakt",19.5.2011,
"03120","Yliassistentti (yliopisto)","Överassistent (universitet)",19.5.2011,
"90630","Myymälävahtimestari","Butiksvaktmästare",19.5.2011,
"90640","Turvatarkastaja (lentokenttä)","Flygplatskontrollant",19.5.2011,
"90670","Palovartija","Brandvakt",19.5.2011,
"90680","Luonnonsuojelualueen tms. vartija","Naturskyddsområdesvakt",19.5.2011,
"90680","Leirintäalueen vartija","Vakt (campingområde)",19.5.2011,
"90690","Muut vartijat","Övriga vakter",19.5.2011,
"909","Muu vartiointi-, suojelu- ja hälytystyö","Övrigt bevaknings-, skydds- och alarmarbete",19.5.2011,
"03130","Assistentti (yliopisto)","Assistent (universität)",19.5.2011,
"90910","Uinninvalvoja","Badvakt",19.5.2011,
"90990","Muut vartiointi-, suojelu- ja hälytystyötä tekevät","Övriga inom bevaknings-, skydds- och alarmarbete",19.5.2011,
"91","Majoitusliike ja suurtalous","Härbärgeringsrörelse och storkök",19.5.2011,
"911","Ruokapalvelujen esimiehet","Storhushållsföreståndare",19.5.2011,
"91110","Keittiöpäällikkö","Kökschef",19.5.2011,
"91110","Keittiömestari","Köksmästare",19.5.2011,
"91120","Ruokapalvelujen esimies","Storhushållsföreståndare",19.5.2011,
"91120","Emännöitsijä (suurtalous)","Hushållsföreståndare (storkök)",19.5.2011,
"91120","Emäntä (ravintola)","Värdinna (restaurang)",19.5.2011,
"91120","Kahvilan emäntä","Kafe'värdinna",19.5.2011,
"03130","Tuntiopettaja (yliopisto)","Timlärare (universität)",19.5.2011,
"91120","Kouluruokalan emäntä","Föreståndare för skolkök",19.5.2011,
"91120","Sotilaskodin hoitaja","Soldathemsföreståndare",19.5.2011,
"91120","Toimipaikkaruokalan emäntä","Personalmatsalsvärdinna",19.5.2011,
"91120","Suurtalousesimies","Storköksförman",19.5.2011,
"91130","Talousesimies (laiva)","Ekonomiföreståndare (fartyg)",19.5.2011,
"91130","Keittiömestari (laiva)","Köksmästare (fartyg)",19.5.2011,
"91130","Laivan intendentti","Intendent (fartyg)",19.5.2011,
"91140","Kokki-stuertti, keittäjä-emäntä","Kock-stuert, kokerska-husmor",19.5.2011,
"91140","Keittäjä-emäntä (laiva)","Kokerska-husmor (fartyg)",19.5.2011,
"91140","Kokki-stuertti","Kock-stuert",19.5.2011,
"03140","Amanuenssi","Amanuens",19.5.2011,
"91190","Muut suurtalouksien hoitajat","Övriga storköksföreståndare",19.5.2011,
"91190","Laitosemäntä","Anstaltshusmor",19.5.2011,
"91190","Varastonhoitaja (ravintola)","Lagerförvaltare (restaurang)",19.5.2011,
"912","Kokit, keittäjät, kylmäköt","Kockar, kokerskor, kallskänkor",19.5.2011,
"91210","Kokki","Kock",19.5.2011,
"91210","Pitokokki","Kalaskock",19.5.2011,
"91210","Pääkokki","Chefskock",19.5.2011,
"91210","Ravintolan henkilökuntakokki","Personalkock vid restaurang",19.5.2011,
"91210","Vuorokokki","Skiftkock",19.5.2011,
"91215","Keittäjä (suurtalous)","Kokerska (storkök)",19.5.2011,
"03190","Muut yliopistojen ja korkeakoulujen opettajat","Övriga universitets- och högskollärare",19.5.2011,
"91215","Keittäjä (kahvila)","Kokerska (kafe')",19.5.2011,
"91215","Sairaalan dieettikeittäjä","Dietkokerska vid sjukhus",19.5.2011,
"91215","Laitoskeittäjä","Anstaltskokerska",19.5.2011,
"91220","Laivakokki I","Fartygskock I",19.5.2011,
"91222","Laivakokki II","Fartygskock II",19.5.2011,
"00155","Tarkastusteknikko (rakennus)","Kontrolltekniker (byggnad)",19.5.2011,
"91230","Kylmäkkö","Kallskänka",19.5.2011,
"91230","Kylmäkköpäällikkö","Kallskänkschef",19.5.2011,
"91240","Laivan kylmäkkö I","Kallskänka på fartyg I",19.5.2011,
"91240","Kylmäkkö (laiva)","Kallskänka på fartyg",19.5.2011,
"91242","Laivan kylmäkkö II","Kallskänka på fartyg II",19.5.2011,
"032","Aineenopettajat, lehtorit","Ämneslärare, lektorer",19.5.2011,
"91244","Kylmäkön apulainen","Kallskänksbiträde",19.5.2011,
"91250","Pitsanpaistaja","Pizzabagare",19.5.2011,
"91290","Muut kokit, keittäjät ja kylmäköt","Övriga kockar, kokerskor och kallskänkor",19.5.2011,
"913","Keittiötyöntekijät, ravintolatyöntekijät","Köksarbetare, restaurangarbetare",19.5.2011,
"91310","Keittiötyöntekijä","Köksarbetare",19.5.2011,
"91310","Kahvinkeittäjä","Kaffekokerska",19.5.2011,
"91310","Keittiöapulainen","Köksbiträde",19.5.2011,
"91315","Laivahuoltaja","Ekonomibiträde på fartyg",19.5.2011,
"91320","Ravintolatyöntekijä","Restaurangarbetare",19.5.2011,
"91320","Aamiaishuoneen hoitaja","Frukostrumsskötare",19.5.2011,
"03210","Matematiikan opettaja","Matematiklärare",19.5.2011,
"91320","Saliapulainen","Salsbiträde",19.5.2011,
"91320","Ravintola-apulainen","Restaurangbiträde",19.5.2011,
"91330","Astianpesijä","Diskare",19.5.2011,
"91390","Muut keittiö- ja ravintolatyöntekijät","Övriga köks- och restaurangarbetare",19.5.2011,
"91390","Baariapulainen","Barbiträde",19.5.2011,
"91390","Kahvila-apulainen","Kafe'biträde",19.5.2011,
"914","Majoitusliikkeen hoitajat","Föreståndare för inkvarteringsställen",19.5.2011,
"91410","Matkustajakodin hoitaja","Resandehemsföreståndare",19.5.2011,
"91420","Vastaanottopäällikkö (hotelli)","Receptionschef (hotell)",19.5.2011,
"91430","Vastaanottovirkailija (hotelli)","Receptionist (hotell)",19.5.2011,
"03212","Fysiikan opettaja","Fysiklärare",19.5.2011,
"91430","Hotellivirkailija","Hotelltjänsteman",19.5.2011,
"91440","Portieri (hotelli)","Hotellportier",19.5.2011,
"91450","Yöportieri","Nattportier",19.5.2011,
"91460","Hotellivahtimestari","Hotellvaktmästare",19.5.2011,
"91460","Hotellin eteisvahtimestari","Tamburvaktmästare (hotell)",19.5.2011,
"91460","Piccolo (hotelli)","Hotellpiccolo",19.5.2011,
"91490","Muut majoitusliikkeen hoitajat","Övriga föreståndare för inkvarteringsställen",19.5.2011,
"919","Muu majoitus- ja suurtaloustyö","Övrigt inkvarterings- och storköksarbete",19.5.2011,
"91910","Liinavaatevaraston hoitaja","Linneförrådsföreståndare",19.5.2011,
"91920","Ruokavaraston hoitaja","Lagerföreståndare (livsmedel)",19.5.2011,
"03213","Kemian opettaja","Kemilärare",19.5.2011,
"91990","Muut majoitus- ja suurtaloustyöntekijät","Övriga inkvarterings- och storköksarbetare",19.5.2011,
"92","Tarjoilu","Servering",19.5.2011,
"921","Hovimestarit, tarjoilijat","Hovmästare, servitörer",19.5.2011,
"92110","Ravintolapäällikkö","Restaurangchef",19.5.2011,
"92120","Hovimestari","Hovmästare",19.5.2011,
"92130","Baarimestari","Barmästare",19.5.2011,
"92130","Ravintolaviinuri","Kypare (restaurang)",19.5.2011,
"92140","Ravintolan tarjoilija","Servitör (restaurang)",19.5.2011,
"92140","Tarjoilija (ravintola)","Servitör (restaurang)",19.5.2011,
"92150","Laivatarjoilija","Servitör (fartyg)",19.5.2011,
"03214","Biologian opettaja","Biologilärare",19.5.2011,
"92160","Nisse","Nisse",19.5.2011,
"92170","Ravintolan kassanhoitaja","Restaurangkassör",19.5.2011,
"92170","Kassatarjoilija","Kassaservitör",19.5.2011,
"92170","Laivan ravintolan kassa","Kassa på båtrestaurang",19.5.2011,
"92170","Pubin kassa","Kassa vid pub",19.5.2011,
"92170","Viinikassa","Vinkassa",19.5.2011,
"92190","Muut hovimestarit ja tarjoilijat","Övriga hovmästare och servitörer",19.5.2011,
"92190","Ravintolatarkastaja","Restauranginspektör",19.5.2011,
"922","Kahviloiden, ruokaloiden tms. annost. ja myyjät","Portionerare o. försäljare vid kafe'er, matställen",19.5.2011,
"92210","Kahvilamyyjä","Kafe'försäljare",19.5.2011,
"03215","Maantiedon opettaja","Geografilärare",19.5.2011,
"92210","Kanttiininhoitaja","Kantinföreståndare",19.5.2011,
"92210","Sotilaskotiapulainen","Soldathemsbiträde",19.5.2011,
"92210","Kahvilatarjoilija","Kafe'servitör",19.5.2011,
"92220","Annostelija","Portionerare",19.5.2011,
"92220","Myynninhoitaja","Försäljare",19.5.2011,
"92230","Pikaruokamyyjä","Snabbmatsförsäljare",19.5.2011,
"92230","Grillimyyjä","Grillförsäljare",19.5.2011,
"92290","Muut kahviloiden ja ravint. annostelijat, myyjät","Övriga portionerare och försäljare vid kafeer o ma",19.5.2011,
"929","Muu tarjoilutyö","Övrigt serveringsarbete",19.5.2011,
"92990","Muut tarjoilutyöntekijät","Övrig serveringpersonal",19.5.2011,
"03216","Uskonnon- ja elämänkatsomustiedon opettaja","Lärare i religion och livsåskådningskunskap",19.5.2011,
"93","Kotitalous","Hushållsarbete",19.5.2011,
"931","Taloudenhoitajat, kotiapulaiset","Hushållsföreståndare, hembiträden",19.5.2011,
"93110","Taloudenhoitaja (kotitalous)","Hushållsföreståndare",19.5.2011,
"93120","Kotiapulainen, päiväapulainen","Hembiträde, daghjälp",19.5.2011,
"93120","Kotiapulainen","Hembiträde",19.5.2011,
"93120","Päiväapulainen","Daghjälp",19.5.2011,
"93120","Talousapulainen","Hushållsbiträde",19.5.2011,
"93190","Muut taloudenhoitajat ja kotitaloustyöntekijät","Övriga hushållsföreståndare och hembiträden",19.5.2011,
"939","Muu kotitaloustyö","Övrigt hushållsarbete",19.5.2011,
"93990","Muut kotitaloustyöntekijät","Övriga hushållsarbetare",19.5.2011,
"03216","Uskonnon- ja siveysopin opettaja","Lärare i religion och etik",19.5.2011,
"94","Kiinteistönhoito ja siivous","Fastighetsskötsel och städning",19.5.2011,
"941","Kiinteistönhoito ja kunnossapito","Fastighetsskötsel och underhåll",19.5.2011,
"94110","Kiinteistötyönjohtaja","Fastighetsförman",19.5.2011,
"94120","Talonmies","Gårdskarl",19.5.2011,
"94125","Huoltomies","Serviceman",19.5.2011,
"94125","Kiinteistönhoitaja","Fastighetsskötare",19.5.2011,
"94125","Aluelämpökeskuksen hoitaja","Värmecentralsskötare",19.5.2011,
"94130","Suntio","Kyrkvaktmästare",19.5.2011,
"94130","Seurakuntamestari","Kyrkvaktmästare",19.5.2011,
"94140","Koulun vahtimestari","Skolvaktmästare",19.5.2011,
"03217","Historian- ja yhteiskuntaopin opettaja","Lärare i historia och samhällskunskap",19.5.2011,
"94140","Vahtimestari (koulu)","Skolvaktmästare",19.5.2011,
"94150","Hallinhoitaja","Hallföreståndare",19.5.2011,
"94150","Liikuntatilojen hoitaja","Föreståndare för motionsutrymmen",19.5.2011,
"94150","Raviradanhoitaja","Travbaneföreståndare",19.5.2011,
"94150","Urheilukentänhoitaja","Idrottsplansskötare",19.5.2011,
"94190","Muut kiinteistötyöntekijät","Övriga fastighetsarbetare",19.5.2011,
"942","Siivoojat","Städare",19.5.2011,
"94205","Siivoustyönjohtaja","Städarbetsledare",19.5.2011,
"94205","Puhtaanapitolaitoksen työnjohtaja","Arbetsledare vid renhållningsföretag",19.5.2011,
"94210","Laitossiivooja","Städare (anstalt)",19.5.2011,
"03217","Historian opettaja","Historielärare",19.5.2011,
"94210","Siivooja","Städare/Lokalvårdare",19.5.2011,
"94210","Teollisuussiivooja","Industristädare",19.5.2011,
"94215","Toimistosiivooja","Kontorsstädare",19.5.2011,
"94220","Kerroshoitaja","Hotellstädare/Våningsstädare",19.5.2011,
"94220","Kerrossiivooja","Våningsstädare",19.5.2011,
"00160","Rationalisointi-insinööri","Rationaliseringsingenjör",19.5.2011,
"94230","Hyttisiivooja","Hyttstäderska/Hyttstädare",19.5.2011,
"94230","Hyttiemäntä","Hyttvärdinna",19.5.2011,
"94240","Vaunusiivooja","Vagnsstädare",19.5.2011,
"94240","Lentokoneensiivooja","Flygplansstädare",19.5.2011,
